32,0.5859375,0,0,0,0,0,0,0,0
33,0.5859375,0.18380695662768032,-0.046783625730994149,0.40213054337231968,0.73294346978557501,38.5,94.5,45.5,119.5
34,0.5859375,0.10681080957602339,0.32748538011695905,0.4810798154239766,0.73294346978557501,295.5,224.5,307.5,237.5
35,0.5859375,0.012266995614035089,-0.046783625730994149,0.5736705043859649,0.73294346978557501,46.5,94.5,64.5,119.5
36,0.5859375,0.025420131274366473,-0.20272904483430798,0.55563455622563351,0.88888888888888884,20.5,272.5,37.5,307.5
37,0.5859375,-0.01403927570662768,-0.046783625730994149,0.60974240070662766,0.76413255360623777,264.5,149.5,284.5,175.5
38,0.5859375,-0.014985380116959063,-0.046783625730994149,0.63998538011695905,0.76413255360623777,285.5,149.5,306.5,175.5
39,0.5859375,0.1994014985380117,0.32748538011695905,0.3865360014619883,0.73294346978557501,297.5,176.5,303.5,189.5
40,0.5859375,0.090270163255360622,-0.14035087719298245,0.52691733674463936,0.82651072124756331,293.5,276.5,307.5,307.5
41,0.5859375,0.059020163255360622,-0.14035087719298245,0.49566733674463936,0.82651072124756331,58.5,206.5,72.5,237.5
42,0.5859375,0.012266995614035089,0.077972709551656916,0.5736705043859649,0.60818713450292394,132.5,2.5,150.5,19.5
43,0.5859375,0.012266995614035089,0.046783625730994149,0.5736705043859649,0.63937621832358671,18.5,0.5,36.5,19.5
44,0.5859375,0.16818195662768032,-0.26510721247563351,0.38650554337231968,0.17153996101364521,295.5,209.5,302.5,223.5
45,0.5859375,0.012266995614035089,0.26510721247563351,0.5736705043859649,0.45224171539961011,228.5,34.5,246.5,40.5
46,0.5859375,0.18380695662768032,-0.046783625730994149,0.40213054337231968,0.17153996101364521,201.5,33.5,208.5,40.5
47,0.5859375,0.023009183114035089,-0.14035087719298245,0.5844126918859649,0.82651072124756331,73.5,206.5,91.5,237.5
48,0.5859375,0.012266995614035089,-0.046783625730994149,0.5736705043859649,0.76413255360623777,0.5,120.5,18.5,146.5
49,0.5859375,0.048827173184697856,-0.046783625730994149,0.54785251431530213,0.73294346978557501,148.5,94.5,164.5,119.5
50,0.5859375,0.0078724643640350894,-0.046783625730994149,0.5692759731359649,0.76413255360623777,19.5,120.5,37.5,146.5
51,0.5859375,0.020293178149366473,-0.046783625730994149,0.55050760310063351,0.76413255360623777,38.5,120.5,55.5,146.5
52,0.5859375,-0.0047923900462962937,-0.046783625730994149,0.58780020254629628,0.73294346978557501,165.5,94.5,184.5,119.5
53,0.5859375,0.018614651864035089,-0.046783625730994149,0.5800181606359649,0.73294346978557501,204.5,94.5,222.5,119.5
54,0.5859375,0.017638089364035089,-0.046783625730994149,0.5790415981359649,0.73294346978557501,244.5,94.5,262.5,119.5
55,0.5859375,0.012785734953703706,-0.046783625730994149,0.60537832754629628,0.73294346978557501,263.5,94.5,282.5,119.5
56,0.5859375,0.012266995614035089,-0.046783625730994149,0.5736705043859649,0.76413255360623777,56.5,120.5,74.5,146.5
57,0.5859375,0.011778714364035089,-0.046783625730994149,0.5731822231359649,0.73294346978557501,283.5,94.5,301.5,119.5
58,0.5859375,0.18380695662768032,-0.046783625730994149,0.40213054337231968,0.57699805068226118,99.5,20.5,106.5,40.5
59,0.5859375,0.15844678971734893,-0.26510721247563351,0.40795946028265107,0.57699805068226118,298.5,243.5,306.5,270.5
60,0.5859375,0.015654506274366473,0.046783625730994149,0.54586893122563351,0.63937621832358671,75.5,0.5,92.5,19.5
61,0.5859375,0.012266995614035089,0.14035087719298245,0.5736705043859649,0.54580896686159841,207.5,6.5,225.5,19.5
62,0.5859375,0.040068568774366473,0.046783625730994149,0.57028299372563351,0.63937621832358671,57.5,0.5,74.5,19.5
63,0.5859375,0.024413110684697856,-0.046783625730994149,0.52343845181530213,0.76413255360623777,75.5,120.5,91.5,146.5
64,0.5859375,0.0073841831140350894,-0.17153996101364521,0.5687876918859649,0.76413255360623777,161.5,207.5,179.5,237.5
65,0.5859375,-0.018922088206627677,-0.046783625730994149,0.60485958820662766,0.73294346978557501,19.5,67.5,39.5,92.5
66,0.5859375,0.035216214364035089,-0.046783625730994149,0.5966197231359649,0.73294346978557501,40.5,67.5,58.5,92.5
67,0.5859375,0.0027759693287037063,-0.046783625730994149,0.59536856192129628,0.76413255360623777,92.5,120.5,111.5,146.5
68,0.5859375,0.030333401864035089,-0.046783625730994149,0.5917369106359649,0.73294346978557501,79.5,67.5,97.5,92.5
69,0.5859375,0.042509975024366473,-0.046783625730994149,0.57272439997563351,0.73294346978557501,98.5,67.5,115.5,92.5
70,0.5859375,0.052275600024366473,-0.046783625730994149,0.58249002497563351,0.73294346978557501,116.5,67.5,133.5,92.5
71,0.5859375,-0.0067455150462962937,-0.046783625730994149,0.58584707754629628,0.76413255360623777,131.5,120.5,150.5,146.5
72,0.5859375,0.027861537524366473,-0.046783625730994149,0.55807596247563351,0.73294346978557501,134.5,67.5,151.5,92.5
73,0.5859375,0.043456079434697856,-0.046783625730994149,0.54248142056530213,0.73294346978557501,152.5,67.5,168.5,92.5
74,0.5859375,-0.00042831688596491058,-0.046783625730994149,0.5609751918859649,0.73294346978557501,169.5,67.5,187.5,92.5
75,0.5859375,0.039610745614035089,-0.046783625730994149,0.6010142543859649,0.73294346978557501,188.5,67.5,206.5,92.5
76,0.5859375,0.042509975024366473,-0.046783625730994149,0.57272439997563351,0.73294346978557501,207.5,67.5,224.5,92.5
77,0.5859375,0.027861537524366473,-0.046783625730994149,0.55807596247563351,0.73294346978557501,59.5,41.5,76.5,66.5
78,0.5859375,0.027861537524366473,-0.046783625730994149,0.55807596247563351,0.73294346978557501,96.5,41.5,113.5,66.5
79,0.5859375,-0.0033275462962962937,-0.046783625730994149,0.58926504629629628,0.76413255360623777,159.5,120.5,178.5,146.5
80,0.5859375,0.031798245614035089,-0.046783625730994149,0.5932017543859649,0.73294346978557501,114.5,41.5,132.5,66.5
81,0.5859375,-0.0033275462962962937,-0.26510721247563351,0.58926504629629628,0.76413255360623777,125.5,274.5,144.5,307.5
82,0.5859375,0.032286526864035089,-0.046783625730994149,0.5936900356359649,0.73294346978557501,77.5,41.5,95.5,66.5
83,0.5859375,0.025420131274366473,-0.046783625730994149,0.55563455622563351,0.76413255360623777,179.5,120.5,196.5,146.5
84,0.5859375,-0.0033275462962962937,-0.046783625730994149,0.58926504629629628,0.73294346978557501,39.5,41.5,58.5,66.5
85,0.5859375,0.027861537524366473,-0.046783625730994149,0.55807596247563351,0.73294346978557501,21.5,41.5,38.5,66.5
86,0.5859375,-0.018922088206627677,-0.046783625730994149,0.60485958820662766,0.73294346978557501,0.5,41.5,20.5,66.5
87,0.5859375,-0.03451663011695906,-0.046783625730994149,0.62045413011695905,0.73294346978557501,285.5,67.5,306.5,92.5
88,0.5859375,-0.0033275462962962937,-0.046783625730994149,0.58926504629629628,0.73294346978557501,265.5,67.5,284.5,92.5
89,0.5859375,-0.03451663011695906,-0.046783625730994149,0.62045413011695905,0.73294346978557501,243.5,67.5,264.5,92.5
90,0.5859375,0.032744350024366473,-0.046783625730994149,0.56295877497563351,0.73294346978557501,225.5,67.5,242.5,92.5
91,0.5859375,0.1473381533260234,-0.14035087719298245,0.5216071591739766,0.85769980506822607,225.5,275.5,237.5,307.5
92,0.5859375,0.0015248081140350894,-0.14035087719298245,0.5629283168859649,0.82651072124756331,92.5,206.5,110.5,237.5
93,0.5859375,0.064330340826023388,-0.14035087719298245,0.4385993466739766,0.85769980506822607,238.5,275.5,250.5,307.5
94,0.5859375,0.059050621345029239,0.35867446393762181,0.52688687865497075,0.73294346978557501,226.5,7.5,241.5,19.5
95,0.5859375,0.012266995614035089,-0.14035087719298245,0.5736705043859649,0.046783625730994149,247.5,34.5,265.5,40.5
